,이름,주소,구,위도,경도,브랜드
313,송파헬리오시티,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)1522-3232",송파구,37.4978563,127.1031325,스타벅스
314,잠실시그마타워,서울특별시 송파구 올림픽로 289 (신천동)1522-3232,송파구,37.514567,127.102493,스타벅스
315,문정법원로R,서울특별시 송파구 송파대로 201 (문정동)1522-3232,송파구,37.487447,127.119164,스타벅스
316,송파개롱역,서울특별시 송파구 오금로 420 (가락동)1522-3232,송파구,37.496956,127.13652,스타벅스
317,문정하비오,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호1522-3232",송파구,37.481925,127.123446,스타벅스
318,문정역,"서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호1522-3232",송파구,37.484813,127.122237,스타벅스
319,잠실대교남단R,서울특별시 송파구 송파대로 570 타워 730 1층1522-3232,송파구,37.515511,127.099006,스타벅스
320,송파위례,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)1522-3232",송파구,37.478264,127.144067,스타벅스
321,송파방이DT,서울특별시 송파구 오금로 241 (방이동)1522-3232,송파구,37.506564,127.120495,스타벅스
322,올림픽평화의문,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트1522-3232,송파구,37.5156426,127.11648190000005,스타벅스
323,송파아이파크,서울특별시 송파구 법원로 55 (문정동)1522-3232,송파구,37.479892,127.122379,스타벅스
324,송파사거리,서울특별시 송파구 송파대로 386 (송파동)1522-3232,송파구,37.5022788,127.1103904,스타벅스
325,석촌서호,서울특별시 송파구 석촌호수로 176 (삼전동)1522-3232,송파구,37.5063929,127.0964684,스타벅스
326,문정로데오,서울특별시 송파구 동남로 141 (가락동)1522-3232,송파구,37.491905,127.1262696,스타벅스
327,올림픽훼미리,서울특별시 송파구 중대로 68 (문정동)1522-3232,송파구,37.491626,127.116308,스타벅스
328,올림픽공원남문,서울특별시 송파구 위례성대로 102 (방이동)1522-3232,송파구,37.5133,127.123113,스타벅스
329,방이역,"서울특별시 송파구 마천로 53, 1~2층 (오금동)1522-3232",송파구,37.508666,127.126569,스타벅스
330,석촌호수,서울특별시 송파구 석촌호수로 262 (송파동)1522-3232,송파구,37.509581,127.104993,스타벅스
331,잠실푸르지오월드,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)1522-3232",송파구,37.517649,127.103426,스타벅스
332,잠실새내역,서울특별시 송파구 올림픽로 96 (잠실동)1522-3232,송파구,37.511679,127.081062,스타벅스
333,잠실역,"서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층1522-3232",송파구,37.515272,127.099231,스타벅스
334,갤러리아팰리스,"서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)1522-3232",송파구,37.51108365,127.0938059,스타벅스
335,아시아선수촌,서울특별시 송파구 백제고분로 69 (잠실동)1522-3232,송파구,37.510590,127.079047,스타벅스
336,올림픽아파트,서울특별시 송파구 양재대로 1220 (방이동)1522-3232,송파구,37.515315,127.133237,스타벅스
337,가락본동,서울특별시 송파구 송파대로30길 13 (가락동)1522-3232,송파구,37.494895,127.118785,스타벅스
338,석촌역,"서울특별시 송파구 백제고분로 358, 1층 (석촌동)1522-3232",송파구,37.5042626,127.10610769999994,스타벅스
339,가락시장역,"서울특별시 송파구 중대로 121, 롯데캐슬 파인힐 1층 (가락동)1522-3232",송파구,37.494299,127.121354,스타벅스
340,가든파이브,서울특별시 송파구 충민로 10 (문정동) 가든파이브툴1522-3232,송파구,37.4782316,127.11937030000001,스타벅스
341,송파NC,서울특별시 송파구 충민로 66 (문정동)  가든파이브라이프 패션관1층1522-3232,송파구,37.4778761,127.12567478,스타벅스
342,송파거여역,서울특별시 송파구 오금로 493 (거여동)1522-3232,송파구,37.4936489571568,127.143698688888,스타벅스
343,몽촌토성역,서울특별시 송파구 위례성대로 6 (방이동)1522-3232,송파구,37.516913,127.113127,스타벅스
344,송파KT,"서울특별시 송파구 잠실로 209 (신천동), 오피스빌딩 1층 2~4호1522-3232",송파구,37.5139991,127.1063026,스타벅스
345,송파마천사거리DT,서울특별시 송파구 거마로 78 (마천동)1522-3232,송파구,37.499829,127.147672,스타벅스
346,목동파리공원,서울특별시 양천구 목동동로 377 (목동)1522-3232,양천구,37.535336,126.878852,스타벅스
347,등촌역,서울특별시 양천구 공항대로 566 (목동) 1층 2층1522-3232,양천구,37.548884,126.86807,스타벅스
348,목동행복한,서울특별시 양천구 목동동로 309 (목동)1522-3232,양천구,37.529147,126.876099,스타벅스
349,신정DT,서울특별시 양천구 신월로 341 (신정동)1522-3232,양천구,37.521993,126.858865,스타벅스
350,목동역,서울특별시 양천구 목동로 203 (신정동) 1층일부1522-3232,양천구,37.526684,126.863986,스타벅스
351,목동오목로,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호1522-3232",양천구,37.525923,126.868438,스타벅스
352,목동8단지,서울특별시 양천구 목동서로 299 (신정동)1522-3232,양천구,37.520518,126.868841,스타벅스
353,오목교역,서울특별시 양천구 오목로 354 (목동)1522-3232,양천구,37.5235882,126.87652120000007,스타벅스
354,신월IC DT,서울특별시 양천구 남부순환로 430 (신월동)1522-3232,양천구,37.5294984,126.831983,스타벅스
355,목동7단지,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자1522-3232,양천구,37.528012,126.87053,스타벅스
356,목동5단지,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)1522-3232",양천구,37.536706,126.88212,스타벅스
357,목동,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운1522-3232,양천구,37.53638383,126.8785597,스타벅스
358,현대목동,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) 지하2층1522-3232",양천구,37.526848,126.875023,스타벅스
359,목동파라곤,"서울특별시 양천구 목동서로 155, 목동파라곤 1층 (목동)1522-3232",양천구,37.52947,126.874996,스타벅스
360,목동트라팰리스,서울특별시 양천구 오목로 299 (목동)1522-3232,양천구,37.5255,126.8702,스타벅스
361,목동10단지,"서울특별시 양천구 목동서로 401 (신정동, 대림아크로빌), 상가A동 101,101-1호1522-3232",양천구,37.515425616177,126.859603067999,스타벅스
362,신월동DT,서울특별시 양천구 남부순환로 319 (신월동)1522-3232,양천구,37.5382923530559,126.827101409243,스타벅스
363,타임스퀘어R,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가)1522-3232,영등포구,37.51755,126.90516,스타벅스
364,샛강역,서울특별시 영등포구 여의대방로 376 (여의도동)1522-3232,영등포구,37.5183551,126.9312716,스타벅스
365,영등포역,서울특별시 영등포구 경인로 870 (영등포동1가)1522-3232,영등포구,37.5169614,126.9091390,스타벅스
366,당산대로,서울특별시 영등포구 양평로 22 (당산동6가)1522-3232,영등포구,37.533121,126.903804,스타벅스
367,여의도IFC몰(L1)R,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호1522-3232,영등포구,37.525127,126.925508,스타벅스
368,여의도KBS R,서울특별시 영등포구 의사당대로 26 (여의도동)1522-3232,영등포구,37.526596,126.918456,스타벅스
369,여의도화재보험,서울특별시 영등포구 국제금융로6길 38 (여의도동)1522-3232,영등포구,37.521345,126.926004,스타벅스
370,국회대로,서울특별시 영등포구 국회대로 786 (여의도동)1522-3232,영등포구,37.530260,126.919549,스타벅스
371,영등포KT,서울특별시 영등포구 영중로 119 (영등포동8가)1522-3232,영등포구,37.526419,126.905314,스타벅스
372,여의도공원R,서울특별시 영등포구 여의공원로 101 (여의도동)1522-3232,영등포구,37.529231,126.924872,스타벅스
373,국회의사당역,서울특별시 영등포구 의사당대로 8 (여의도동)1522-3232,영등포구,37.527831,126.916882,스타벅스
374,선유도역,서울특별시 영등포구 양평로 115 (양평동4가)1522-3232,영등포구,37.537268,126.894594,스타벅스
375,여의도역R,서울특별시 영등포구 의사당대로 83 (여의도동) 1층1522-3232,영등포구,37.523328,126.923439,스타벅스
376,선유동이레빌딩,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩1522-3232,영등포구,37.534109,126.896912,스타벅스
377,동여의도,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비1522-3232,영등포구,37.5199494,126.9317957,스타벅스
378,여의도ABL타워,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워1522-3232,영등포구,37.518749,126.92779,스타벅스
379,영등포신길,"서울특별시 영등포구 신길로 137 (신길동) 1,2층1522-3232",영등포구,37.504566,126.910073,스타벅스
380,문래역,서울특별시 영등포구 당산로 34 (문래동3가)1522-3232,영등포구,37.517446,126.895258,스타벅스
381,당산,서울특별시 영등포구 양평로 64 (당산동6가)1522-3232,영등포구,37.535164,126.899942,스타벅스
382,여의도한양증권,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권1522-3232,영등포구,37.522418,126.929093,스타벅스
383,여의도일신,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부1522-3232,영등포구,37.528,126.920103,스타벅스
384,신세계타임스퀘어B2,"서울특별시 영등포구 영중로 9, 신세계타임스퀘어점 리빙관 지하2층 (영등포동4가)1522-3232",영등포구,37.517162,126.905608,스타벅스
385,하이테크시티,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티1522-3232,영등포구,37.51467062,126.8986474,스타벅스
386,여의도,서울특별시 영등포구 국제금융로2길 28 (여의도동)1522-3232,영등포구,37.52403519,126.9245179,스타벅스
387,롯데캐슬여의도,"서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어) 1층 104호1522-3232",영등포구,37.52025214,126.9263678,스타벅스
388,문래동,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)1522-3232",영등포구,37.519602,126.889652,스타벅스
389,신세계타임스퀘어1F,"서울특별시 영등포구 영중로 9, 신세계백화점 리빙관 1층 (영등포동4가)1522-3232",영등포구,37.517162,126.905608,스타벅스
390,여의도호성,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)1522-3232",영등포구,37.520176,126.929426,스타벅스
391,타임스퀘어B2,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)1522-3232",영등포구,37.516985,126.903387,스타벅스
392,영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가)1522-3232,영등포구,37.518713,126.909559,스타벅스
393,타임스퀘어2F,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가)1522-3232,영등포구,37.516985,126.903387,스타벅스
394,여의도의사당,"서울특별시 영등포구 국회대로74길 12, 남중빌딩 1층 (여의도동)1522-3232",영등포구,37.530023,126.92109,스타벅스
395,여의도IFC(1F),서울특별시 영등포구 국제금융로 10 (여의도동)1522-3232,영등포구,37.525273,126.924668,스타벅스
396,여의도신한금융투자타워,서울특별시 영등포구 여의대로 70 (여의도동)1522-3232,영등포구,37.52498,126.92414,스타벅스
397,선유도역 1번출구,서울특별시 영등포구 양평로 128 (양평동5가)양평로 1281522-3232,영등포구,37.538333,126.893612,스타벅스
398,영등포시장역,서울특별시 영등포구 영중로 79 (영등포동7가)1522-3232,영등포구,37.523475,126.904907,스타벅스
399,영등포구청역,서울특별시 영등포구 국회대로 558 1522-3232,영등포구,37.52789,126.89608,스타벅스
400,서울양평역,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS)1522-3232",영등포구,37.523128,126.885809,스타벅스
401,영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가)1522-3232,영등포구,37.5204239,126.9044460,스타벅스
402,더현대서울(B2)R,서울특별시 영등포구 여의대로 108 (여의도동)1522-3232,영등포구,37.5264,126.92877,스타벅스
403,당산역사거리,서울특별시 영등포구 양평로 47 (당산동5가)1522-3232,영등포구,37.533984,126.901156,스타벅스
404,불광역,서울특별시 은평구 통일로 715 (대조동)1522-3232,은평구,37.6093820,126.9303971,스타벅스
405,구파발사거리,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호1522-3232,은평구,37.639617,126.91881,스타벅스
406,연신내역사거리,서울특별시 은평구 통일로 842 (불광동)1522-3232,은평구,37.61862,126.922062,스타벅스
407,연신내,서울특별시 은평구 통일로 867 (갈현동)1522-3232,은평구,37.620417,126.919913,스타벅스
408,구파발역,서울특별시 은평구 진관2로 121522-3232,은평구,37.63446,126.918881,스타벅스
409,은평구청입구,서울특별시 은평구 은평로 170 (응암동)1522-3232,은평구,37.601042,126.926789,스타벅스
410,은평이마트,서울특별시 은평구 은평로 111 (응암동)1522-3232,은평구,37.60037923,126.9202735,스타벅스
411,구산역,서울특별시 은평구 연서로 146 (대조동)1522-3232,은평구,37.611745,126.917678,스타벅스
412,수색,서울특별시 은평구 수색로 216 (수색동)1522-3232,은평구,37.5804,126.899068,스타벅스
413,녹번역,"서울특별시 은평구 통일로 636 (녹번동) 110,111,112,113,114,115호1522-3232",은평구,37.603307621312325,126.93528567756574,스타벅스
414,진관DT,서울특별시 은평구 연서로 645 (진관동)1522-3232,은평구,37.6501787,126.9361968,스타벅스
415,연합뉴스,서울특별시 종로구 율곡로2길 25 (수송동)1522-3232,종로구,37.5743289,126.9804590000005,스타벅스
416,혜화역,서울특별시 종로구 대학로12길 4 (동숭동)1~2층1522-3232,종로구,37.5824779,127.0021850,스타벅스
417,경희궁로,서울특별시 종로구 새문안로3길 15 (당주동)1522-3232,종로구,37.571759,126.972343,스타벅스
418,강북삼성병원,서울특별시 종로구 새문안로 29 (평동)1522-3232,종로구,37.568546,126.967560,스타벅스
419,종로평창동,서울특별시 종로구 평창12길 3 (평창동)1522-3232,종로구,37.606149,126.967213,스타벅스
420,광화문우체국,서울특별시 종로구 종로 6 (서린동)1522-3232,종로구,37.569854,126.978083,스타벅스
421,더종로R,서울특별시 종로구 종로 51 (종로2가)1522-3232,종로구,37.570804,126.983494,스타벅스
422,독립문역,서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호1522-3232,종로구,37.571432,126.961269,스타벅스
423,정부서울청사R,서울특별시 종로구 새문안로5가길 28 (적선동)1522-3232,종로구,37.574411,126.973571,스타벅스
424,동묘앞역,"서울특별시 종로구 종로 344 (숭인동, 대우디오빌) 101호 일부, 201호 일부1522-3232",종로구,37.572700,127.016072,스타벅스
425,종로구청,서울특별시 종로구 삼봉로 71 (수송동)1522-3232,종로구,37.572662,126.981138,스타벅스
426,북촌로,서울특별시 종로구 북촌로4길 23 (계동)1522-3232,종로구,37.579462,126.986431,스타벅스
427,종로수송,서울특별시 종로구 종로5길 30 (청진동) 1~3층1522-3232,종로구,37.5714931,126.9807831,스타벅스
428,새문안로,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩1522-3232,종로구,37.5696597,126.9748903,스타벅스
429,안국,서울특별시 종로구 북촌로 5-1 (재동)1522-3232,종로구,37.577338,126.985635,스타벅스
430,삼청동,서울특별시 종로구 삼청로 111-1 (삼청동)1522-3232,종로구,37.585381,126.9817512,스타벅스
431,광화문D타워,서울특별시 종로구 종로3길 17 (청진동) D타워1522-3232,종로구,37.5714,126.9788297,스타벅스
432,적선,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)1522-3232",종로구,37.57520431,126.9739361,스타벅스
433,인사,서울특별시 종로구 인사동길 14 (인사동)1522-3232,종로구,37.5721293,126.98703490000002,스타벅스
434,광화문,서울특별시 종로구 세종대로 167 (세종로)1522-3232,종로구,37.5712293,126.9762872,스타벅스
435,성대입구,서울특별시 종로구 창경궁로 235 (명륜3가)1522-3232,종로구,37.582892,126.998392,스타벅스
436,스페이스본,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본1522-3232,종로구,37.57532212,126.9692494,스타벅스
437,주얼리시티,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티1522-3232,종로구,37.57154914,126.998705,스타벅스
438,종각,서울특별시 종로구 종로 64 (종로2가)1522-3232,종로구,37.5699183,126.98452810000003,스타벅스
439,동숭로아트,서울특별시 종로구 동숭길 110 (동숭동)1522-3232,종로구,37.582969,127.003876,스타벅스
440,종로관철,"서울특별시 종로구 종로12길 21, 2층 (관철동)1522-3232",종로구,37.569058,126.986013,스타벅스
441,경복궁역,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)1522-3232",종로구,37.5771508,126.97274530000004,스타벅스
442,이마빌딩,서울특별시 종로구 종로1길 42 (수송동)1522-3232,종로구,37.5738637,126.97897149999994,스타벅스
443,마로니에공원,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)1522-3232",종로구,37.58154296,127.0023412,스타벅스
444,종로3가,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)1522-3232",종로구,37.5705527,126.9902055,스타벅스
445,대학로,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)1522-3232",종로구,37.576509,127.001449,스타벅스
446,경복궁사거리,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)1522-3232",종로구,37.575578,126.980581,스타벅스
447,종로관수,서울특별시 종로구 삼일대로20길 13 (관수동)1522-3232,종로구,37.569385,126.988665,스타벅스
448,광화문교보문고,서울특별시 종로구 종로 1 (종로1가)1522-3232,종로구,37.571017,126.977937,스타벅스
449,정동,서울특별시 종로구 새문안로 42 (신문로2가)1522-3232,종로구,37.568578,126.970067,스타벅스
450,종로플레이스,서울특별시 종로구 창경궁로 120 (인의동)1522-3232,종로구,37.57319,126.998309,스타벅스
451,강북삼성병원1층,서울특별시 종로구 새문안로 29 (평동)1522-3232,종로구,37.568546,126.96756,스타벅스
452,동숭길입구,서울특별시 종로구 대학로 146 (혜화동)1522-3232,종로구,37.584236,127.002014,스타벅스
453,서울대치과병원,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층1522-3232,종로구,37.57790,126.99965,스타벅스
454,서대문역,서울특별시 종로구 통일로 134 (평동)1522-3232,종로구,37.56670,126.96629,스타벅스
455,숭례문북창,서울특별시 중구 세종대로12길 12 (남대문로4가)1522-3232,중구,37.561725,126.976838,스타벅스
456,을지로4가역,서울특별시 중구 을지로 170 (을지로4가)1522-3232,중구,37.566682,126.997285,스타벅스
457,동대문두타,서울특별시 중구 장충단로 275 (을지로6가)1522-3232,중구,37.56892512604548,127.00878383484597,스타벅스
458,대한상공회의소R,서울특별시 중구 세종대로 39 (남대문로4가) 1층1522-3232,중구,37.560938,126.973702,스타벅스
459,국립중앙의료원,서울특별시 중구 을지로 251 (을지로6가)1522-3232,중구,37.5665160,127.0062376,스타벅스
460,동국대,서울특별시 중구 서애로 1길 111522-3232,중구,37.561542,126.998437,스타벅스
461,신세계본점5F,서울특별시 중구 소공로 63 (충무로1가)1522-3232,중구,37.560951,126.981134,스타벅스
462,을지로내외빌딩R,서울특별시 중구 을지로 51 (을지로2가)1522-3232,중구,37.566479,126.983663,스타벅스
463,대우재단빌딩,서울특별시 중구 퇴계로 18 (남대문로5가)1522-3232,중구,37.556781,126.975081,스타벅스
464,동대문공원,서울특별시 중구 장충단로 229 (광희동1가)1522-3232,중구,37.565133,127.007191,스타벅스
465,을지로국제빌딩,서울특별시 중구 남대문로 109 (다동)1522-3232,중구,37.566952,126.982219,스타벅스
466,동대입구역,서울특별시 중구 장충단로 166 (장충동1가)1522-3232,중구,37.559593,127.006142,스타벅스
467,신당역사거리,서울특별시 중구 다산로 258 (흥인동)1522-3232,중구,37.565807,127.016430,스타벅스
468,연세세브란스,서울특별시 중구 통일로 10 (남대문로5가)1522-3232,중구,37.557207,126.97354,스타벅스
469,회현역,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산1522-3232,중구,37.5589809,126.98074670000005,스타벅스
470,을지로경기빌딩,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩1522-3232,중구,37.567172,126.983156,스타벅스
471,을지로2가,서울특별시 중구 삼일대로 358 (을지로2가)1522-3232,중구,37.566347,126.988066,스타벅스
472,신세계본점6F,서울특별시 중구 퇴계로 77 (충무로1가)1522-3232,중구,37.560381,126.980758,스타벅스
473,서울중앙우체국,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국1522-3232,중구,37.561678,126.982117,스타벅스
474,한국프레스센터,서울특별시 중구 세종대로 124 (태평로1가)1522-3232,중구,37.567381,126.977859,스타벅스
475,명동중앙로,서울특별시 중구 명동길 60 (명동 2가)1522-3232,중구,37.5637485,126.9857723,스타벅스
476,약수역,서울특별시 중구 다산로 129 (신당동)1522-3232,중구,37.555437,127.0107253,스타벅스
477,중구저동,서울특별시 중구 수표로 34 (저동2가)1522-3232,중구,37.5643686,126.9903382,스타벅스
478,명동길,서울특별시 중구 명동10길 411522-3232,중구,37.5620695,126.9858669,스타벅스
479,서소문로,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩1522-3232,중구,37.563006,126.974546,스타벅스
480,신당역,"서울특별시 중구 퇴계로 385, 1층 (흥인동)1522-3232",중구,37.565522,127.014554,스타벅스
481,명동메트로,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔1522-3232,중구,37.565118,126.983681,스타벅스
482,숭례문,"서울특별시 중구 세종대로 17, 와이즈타워 1층 (남대문로5가)1522-3232",중구,37.55874473,126.9730952,스타벅스
483,순화동더샵,"서울특별시 중구 칠패로 27, 1층 (순화동)1522-3232",중구,37.560072,126.971931,스타벅스
484,대한극장,"서울특별시 중구 퇴계로 212 (필동2가) 1,2층1522-3232",중구,37.56105065,126.9952735,스타벅스
485,환구단,서울특별시 중구 소공로 112 (소공동)1522-3232,중구,37.564448,126.979157,스타벅스
486,무교동,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층1522-3232,중구,37.56781712,126.978738,스타벅스
487,문화일보,서울특별시 중구 새문안로 22 (충정로1가) 문화일보1522-3232,중구,37.56712291,126.9686642,스타벅스
488,태평로,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)1522-3232",중구,37.56248285,126.9767928,스타벅스
489,퍼시픽타워,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)1522-3232",중구,37.56132157,126.9730264,스타벅스
490,남산단암,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)1522-3232",중구,37.55853622,126.9754585,스타벅스
491,황학캐슬,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아1522-3232,중구,37.57124,127.022905,스타벅스
492,을지로삼화타워,서울특별시 중구 을지로5길 16 (을지로2가) 1층1522-3232,중구,37.566902,126.984707,스타벅스
493,소공로,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)1522-3232",중구,37.5637273,126.98076809999998,스타벅스
494,서소문배재,서울특별시 중구 서소문로 99 (서소문동)1522-3232,중구,37.5628481,126.97216639999999,스타벅스
495,을지로한국빌딩,"서울특별시 중구 을지로 50, 1층 (을지로 2가)1522-3232",중구,37.565722,126.98329,스타벅스
496,KG타워,서울특별시 중구 통일로 92 (순화동) KG타워1522-3232,중구,37.563528,126.969144,스타벅스
497,시청,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)1522-3232",중구,37.566290,126.979808,스타벅스
498,충무로역,"서울특별시 중구 퇴계로 197, 충무빌딩 1층 (필동 2가)1522-3232",중구,37.561499,126.993864,스타벅스
499,명동역,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)1522-3232",중구,37.56102,126.98312,스타벅스
500,명동입구,서울특별시 중구 남대문로 68-1 (명동2가)1522-3232,중구,37.563319,126.982242,스타벅스
501,무교로,서울특별시 중구 무교로 15 (무교동)1522-3232,중구,37.567399,126.978900,스타벅스
502,청계크리스탈스퀘어,서울특별시 중구 청계천로 106 (수표동)1522-3232,중구,37.5679,126.98933,스타벅스
503,숭례문SG타워,서울특별시 중구 세종대로 14 (남대문로5가)1522-3232,중구,37.5581293,126.9742637,스타벅스
504,레스케이프호텔R,서울특별시 중구 퇴계로 67 (회현동1가)1522-3232,중구,37.5598346,126.9794946,스타벅스
505,별다방,서울특별시 중구 퇴계로 100 (회현동2가)1522-3232,중구,37.5602013,126.9829327,스타벅스
506,포포인츠명동,서울특별시 중구 삼일대로10길 36 (저동2가)1522-3232,중구,37.5657211,126.9893426,스타벅스
507,명동남산,서울특별시 중구 퇴계로 132 (남산동3가)1522-3232,중구,37.560809,126.986397,스타벅스
508,명일역,서울특별시 강동구 양재대로 1647 (명일동)1522-3232,강동구,37.552580,127.143799,스타벅스
509,강동구청DT,서울특별시 강동구 성내로 32 (성내동)1522-3232,강동구,37.529437,127.123835,스타벅스
510,강동암사DT,서울특별시 강동구 고덕로 43 (암사동)1522-3232,강동구,37.555054,127.130065,스타벅스
511,굽은다리역,"서울특별시 강동구 양재대로 1568 (명일동, 원일타워)1522-3232",강동구,37.545403,127.143101,스타벅스
512,강동역,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)1522-3232",강동구,37.536047,127.133086,스타벅스
513,둔촌동,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩1522-3232,강동구,37.522724,127.133943,스타벅스
514,천호로데오,서울특별시 강동구 천호대로 1037 (천호동)1522-3232,강동구,37.5378069,127.12730940000006,스타벅스
515,천호이마트,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관1522-3232,강동구,37.538933,127.125214,스타벅스
516,길동역,서울특별시 강동구 양재대로 1487 (길동)1522-3232,강동구,37.5387433,127.1399879,스타벅스
517,상일동,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)1522-3232",강동구,37.5507989598659,127.174104292142,스타벅스
518,천호역,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)1522-3232",강동구,37.53795191,127.1245793,스타벅스
519,명일이마트,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장1522-3232,강동구,37.553991,127.155984,스타벅스
520,상일동역,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)1522-3232",강동구,37.55754181615496,127.17072672474717,스타벅스
521,천호사거리,서울특별시 강동구 올림픽로 651 (천호동)1522-3232,강동구,37.539702,127.123542,스타벅스
522,강일역,"서울특별시 강동구 고덕로 429 (강일동), 1층1522-3232",강동구,37.55747468801038,127.17351070838722,스타벅스
523,올림픽공원북2문,서울특별시 강동구 강동대로 199 (성내동)1522-3232,강동구,37.5241832,127.1286775,스타벅스
524,천호대로길동,서울특별시 강동구 천호대로 1131 거산 유팰리스1522-3232,강동구,37.534651,127.137210,스타벅스
525,신도림,서울특별시 구로구 경인로 610 (신도림동)1522-3232,구로구,37.505517,126.883953,스타벅스
526,구로디지털타워,서울특별시 구로구 디지털로32길 30 (구로동)1522-3232,구로구,37.483432,126.896480,스타벅스
527,오류동역,서울특별시 구로구 경인로 216 (오류동)1522-3232,구로구,37.4962155,126.8448614,스타벅스
528,구로디지털로,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)1522-3232",구로구,37.485911,126.895587,스타벅스
529,구로에이스,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)1522-3232",구로구,37.48448329,126.8944957,스타벅스
530,구로하이엔드,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)1522-3232",구로구,37.481618,126.893136,스타벅스
531,현대디큐브2F,서울특별시 구로구 경인로 662 (신도림동)1522-3232,구로구,37.508636,126.889225,스타벅스
532,구로호텔,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)1522-3232",구로구,37.4831293,126.89885909999998,스타벅스
533,현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동)1522-3232,구로구,37.508828,126.889488,스타벅스
534,구로고척,서울특별시 구로구 경인로 387 (고척동)1522-3232,구로구,37.49706,126.86315,스타벅스
